epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2631.72,0.44223,0.34226,0.84159,0.9534,0.98536,0.98389,0.80375,0.76072,0.41739,0.95457,0.00011395,0.00011395,0.00011395
181,2649.57,0.46817,0.34812,0.85533,0.95002,0.98761,0.97833,0.80794,0.72584,0.40983,0.93636,0.000109,0.000109,0.000109
182,2666.37,0.45515,0.34383,0.84829,0.94932,0.98813,0.97833,0.80315,0.74365,0.40947,0.94132,0.00010405,0.00010405,0.00010405
183,2682.99,0.46542,0.3518,0.86453,0.95219,0.98726,0.97833,0.79553,0.78105,0.41353,0.95178,9.91e-05,9.91e-05,9.91e-05
184,2699.89,0.45603,0.34384,0.85334,0.95284,0.98728,0.97833,0.79834,0.74874,0.42083,0.94325,9.415e-05,9.415e-05,9.415e-05
185,2717.47,0.45954,0.34054,0.84622,0.95473,0.9863,0.98389,0.79892,0.776,0.42707,0.95828,8.92e-05,8.92e-05,8.92e-05
186,2733.88,0.44791,0.31781,0.84001,0.9544,0.98775,0.97278,0.77225,0.82257,0.43388,0.97708,8.425e-05,8.425e-05,8.425e-05
187,2749.97,0.42465,0.31268,0.82274,0.95103,0.98906,0.97278,0.76658,0.82028,0.43004,0.97062,7.93e-05,7.93e-05,7.93e-05
188,2766.09,0.4094,0.30591,0.81603,0.95092,0.98839,0.97278,0.77169,0.81847,0.42796,0.96993,7.435e-05,7.435e-05,7.435e-05
189,2782.18,0.42119,0.30459,0.8185,0.95411,0.98736,0.97278,0.77077,0.82995,0.42596,0.97794,6.94e-05,6.94e-05,6.94e-05
190,2798.3,0.41315,0.30309,0.82224,0.95624,0.98604,0.97833,0.79103,0.7793,0.42307,0.96215,6.445e-05,6.445e-05,6.445e-05
191,2814.44,0.40081,0.30185,0.82925,0.95938,0.98474,0.97833,0.78318,0.77576,0.42197,0.96225,5.95e-05,5.95e-05,5.95e-05
192,2830.51,0.39622,0.29498,0.81884,0.96072,0.98418,0.97833,0.77597,0.79016,0.42744,0.96591,5.455e-05,5.455e-05,5.455e-05
193,2846.58,0.40452,0.30219,0.81375,0.96212,0.98376,0.97833,0.7781,0.79477,0.4276,0.9683,4.96e-05,4.96e-05,4.96e-05
194,2862.72,0.40425,0.2993,0.82428,0.96223,0.98363,0.97833,0.78746,0.78484,0.43166,0.96424,4.465e-05,4.465e-05,4.465e-05
195,2878.72,0.39256,0.29612,0.81957,0.96186,0.98378,0.97833,0.79593,0.75888,0.4281,0.95358,3.97e-05,3.97e-05,3.97e-05
196,2895.03,0.40272,0.30149,0.81548,0.9607,0.98439,0.97833,0.7945,0.75718,0.41632,0.95424,3.475e-05,3.475e-05,3.475e-05
197,2964.73,0.39974,0.29462,0.82498,0.95956,0.98453,0.97833,0.79185,0.76353,0.42079,0.95845,2.98e-05,2.98e-05,2.98e-05
198,2974.98,0.39063,0.292,0.81668,0.95923,0.9847,0.97833,0.79748,0.75438,0.41631,0.95625,2.485e-05,2.485e-05,2.485e-05
199,2984.16,0.39292,0.29209,0.82034,0.95987,0.98458,0.97833,0.78951,0.7506,0.41138,0.95434,1.99e-05,1.99e-05,1.99e-05
200,2993.15,0.39209,0.29119,0.80502,0.95914,0.98483,0.97833,0.79643,0.75551,0.41097,0.95752,1.495e-05,1.495e-05,1.495e-05
